name,longitude,latitude,population
Templin,13.5022,53.11865,17634
Tempelhof Bezirk,13.4,52.46667,56669
Teltow,13.26014,52.4031,19530
Telgte,7.78293,51.97995,19389
Tegel,13.29389,52.57601,34287
Taunusstein,8.15206,50.14993,29501
Taufkirchen,11.61701,48.0486,17791
Syke,8.82209,52.91345,24274
Sundern,8.00369,51.3281,27554
Sulzbach-Rosenberg,11.74598,49.50126,19252
Sulzbach,7.05696,49.29882,18364
Suhl,10.69401,50.60911,43509
Stuttgart,9.17702,48.78232,589793
Stuhr,8.75,53.03333,32507
Strausberg,13.88741,52.57859,26649
Straubing,12.57385,48.88126,44580
Stralsund,13.0818,54.30911,58976
Straelen,6.26639,51.4419,15325
Stolberg,6.22595,50.77368,56377
Stockelsdorf,10.64713,53.8922,16562
Stockach,9.0091,47.85105,16844
Stendal,11.85867,52.6069,37722
Stellingen,9.9287,53.5922,23472
Steinhagen,8.4,52,19869
Steinfurt,7.33664,52.15045,34601
Steilshoop,10.05917,53.61028,19343
Steglitz Bezirk,13.332,52.45606,72464
Stassfurt,11.58508,51.85186,22960
Starnberg,11.34416,48.00193,23086
Stadtlohn,6.91918,51.99399,20602
Stadthagen,9.20311,52.32333,23076
Stadtallendorf,9.01294,50.82261,21720
Stade,9.47629,53.59337,45634
Staaken,13.15057,52.53661,42566
Sprockhoevel,7.24343,51.34669,26400
Springe,9.55416,52.20845,29828
Speyer,8.43111,49.32083,50343
Spenge,8.48475,52.14021,15625
Sonthofen,10.28262,47.51821,21285
Sonneberg,11.17463,50.3592,23908
Sondershausen,10.87011,51.36973,21802
Soemmerda,11.11524,51.15914,20853
Soltau,9.84338,52.98638,21945
Solingen,7.0845,51.17343,164359
Soest,8.10619,51.57558,48037
Sinzig,7.24639,50.54384,17880
Sinsheim,8.87867,49.2529,35219
Singen,8.8403,47.75935,48033
Sindelfingen,9.01667,48.7,61311
Simmerath,6.3,50.6,15646
Sigmaringen,9.23033,48.08829,16592
Siegen,8.02431,50.87481,107242
Siegburg,7.20769,50.80019,39135
Langenhorn,10.01667,53.66667,45586
Senftenberg,14.00164,51.52517,28988
Senden,7.48327,51.85645,20363
Senden,10.04442,48.32441,22275
Selm,7.46809,51.69689,27540
Seligenstadt,8.97394,50.0432,19569
Selb,12.13054,50.17058,17132
Sehnde,9.9682,52.31394,23060
Seevetal,9.96667,53.4,41266
Seesen,10.17847,51.89095,21909
Seelze,9.59727,52.39635,32899
Schwetzingen,8.5823,49.38217,22593
Schwerte,7.5675,51.44387,50399
Schwerin,11.41316,53.62937,96641
Schwelm,7.29388,51.28635,30235
Schweinfurt,10.22175,50.04937,54012
Schwedt (Oder),14.28154,53.05963,30189
Schwarzenberg,12.78522,50.53791,16168
Schwanewede,8.6,53.23333,20015
Schwandorf in Bayern,12.1098,49.32534,28235
Schwalmtal,6.26667,51.21667,19435
Schwalmstadt,9.21667,50.93333,19279
Schwalbach,6.81667,49.3,18708
Schwaebisch Hall,9.73908,49.11127,36543
Schwaebisch Gmuend,9.79809,48.79947,61216
Schwabach,11.02346,49.33047,38554
Schrobenhausen,11.26071,48.56067,16143
Schramberg,8.38583,48.22399,18565
Schortens,7.95,53.53333,21357
Schorndorf,9.52721,48.80537,39697
Schopfheim,7.82089,47.65105,19386
Schoneberg Bezirk,13.35,52.46667,115976
Schoenebeck,11.7307,52.01682,30387
Schneverdingen,9.79524,53.11685,19199
Schneeberg,12.64139,50.59465,16784
Schmelz,6.85,49.43333,17596
Schmargendorf,13.29071,52.47517,20262
Schmallenberg,8.28505,51.15473,26132
Schmalkalden,10.44386,50.72136,19553
Schluechtern,9.52532,50.34891,17260
Schleswig,9.5586,54.52156,24114
Schkeuditz,12.22141,51.39678,18487
Schiffweiler,7.13333,49.36667,15780
Schifferstadt,8.3775,49.38417,19209
Bad Saulgau,9.50064,48.01676,17911
Sasel,10.11184,53.65385,23131
Sarstedt,9.85411,52.23495,18718
Sankt Wendel,7.16814,49.46633,26904
Sankt Ingbert,7.11672,49.27697,38697
Sankt Augustin,7.197,50.77538,56094
Sangerhausen,11.29533,51.47221,23347
Salzwedel,11.1525,52.85435,21058
Salzkotten,8.60092,51.6717,24561
Salzgitter,10.4154,52.15705,103866
Saarlouis,6.75154,49.31366,38333
Saarbruecken,7.00982,49.23262,181227
Saalfeld,11.36536,50.64826,28023
Ruesselsheim,8.42251,49.98955,59730
Rummelsburg,13.4934,52.50146,20414
Rudow,13.48529,52.42407,40802
Rudolstadt,11.34046,50.72043,25476
Rottweil,8.62719,48.16783,25510
Rottenburg,8.93528,48.47629,42721
Roth,11.09111,49.24762,25083
Rotenburg,9.41082,53.11125,22139
Rostock,12.14049,54.0887,198293
Roesrath,7.18175,50.89559,26868
Rosenheim,12.12247,47.85637,60167
Ronnenberg,9.65544,52.31939,23416
Rinteln,9.07917,52.18604,27843
Rietberg,8.42841,51.80924,28672
Riesa,13.29168,51.30777,37156
Riegelsberg,6.93333,49.3,15647
Ribnitz-Damgarten,12.45666,54.2422,17152
Rheinfelden,7.78715,47.56013,32535
Rheine,7.44055,52.28509,76491
Rheinberg,6.59525,51.54649,32188
Rheinbach,6.94911,50.62562,26262
Rhede,6.69602,51.83537,19140
Rheda-Wiedenbrueck,8.30017,51.84967,46123
Reutlingen,9.20427,48.49144,112627
Renningen,8.93871,48.76974,17442
Rendsburg,9.66313,54.30663,28323
Remscheid,7.1925,51.17983,117118
Remagen,7.22703,50.57879,16280
Reinickendorf,13.33333,52.56667,75414
Reinheim,8.83572,49.82923,17841
Reinbek,10.2488,53.51703,25261
Reichenbach/Vogtland,12.30344,50.62279,22530
Regensburg,12.10161,49.01513,129151
Rees,6.39778,51.76263,22544
Recklinghausen,7.19738,51.61379,122438
Ravensburg,9.61062,47.78198,48825
Ratingen,6.84929,51.29724,91606
Rathenow,12.33696,52.60659,27115
Ratekau,10.73333,53.95,15921
Rastede,8.2,53.25,20046
Rastatt,8.20965,48.85851,47906
Rahden,8.61263,52.43367,16140
Radolfzell,8.97098,47.74194,30096
Radevormwald,7.36027,51.20219,24100
Radebeul,13.66047,51.10654,32643
Radeberg,13.91199,51.11112,18747
Quickborn,9.90934,53.72831,20410
Quedlinburg,11.15006,51.78843,22814
Puettlingen,6.88723,49.2855,21052
Pulheim,6.80632,50.99965,53762
Puchheim,11.35,48.15,19357
Prenzlauer Berg Bezirk,13.42443,52.53878,148878
Prenzlau,13.86261,53.31625,20899
Preetz,10.27795,54.2354,15768
Potsdam,13.06566,52.39886,145292
Porta Westfalica,8.91612,52.22961,36364
Poppenbuettel,10.08472,53.65917,22375
Plettenberg,7.87261,51.20949,28206
Plauen,12.13782,50.4973,66412
Pirna,13.93702,50.95843,40322
Pirmasens,7.60529,49.20145,43582
Pinneberg,9.78936,53.66732,40577
Pfungstadt,8.60307,49.80557,25084
Pfullingen,9.22796,48.46458,18269
Pforzheim,8.69892,48.88436,119313
Pfaffenhofen an der Ilm,11.505,48.53053,23192
Petershagen,8.96538,52.37513,27090
Penzberg,11.377,47.75293,16079
Peine,10.2352,52.31928,49953
Passau,13.43122,48.5665,50560
Pasing,11.45599,48.14146,35728
Parchim,11.84875,53.42631,19161
Papenburg,7.40444,53.07738,34117
Pankow,13.40186,52.56926,57113
Paderborn,8.75439,51.71905,142161
Oyten,9.01667,53.05,15286
Overath,7.28389,50.93275,27203
Ottweiler,7.16424,49.40133,15503
Ottobrunn,11.66327,48.06489,19204
Ottensen,9.91667,53.55,32757
Osterholz-Scharmbeck,8.79528,53.22698,31405
Osnabrueck,8.0498,52.27264,166462
Oschersleben,11.22898,52.03039,19396
Oschatz,13.10984,51.30001,16000
Oranienburg,13.24197,52.75577,40793
Opladen,7.00387,51.06863,23000
Olsberg,8.48899,51.35613,15814
Olpe,7.85139,51.02899,25686
Oldenburg,8.21467,53.14118,159218
Olching,11.33333,48.2,23978
Ohringen,9.5072,49.19884,22765
Offenburg,7.94495,48.47377,59238
Offenbach,8.76647,50.10061,119192
Oerlinghausen,8.6622,51.95453,17403
Oer-Erkenschwick,7.26451,51.64198,30409
Oelde,8.14724,51.8289,29297
Odenthal,7.11667,51.03333,15619
Ochtrup,7.18988,52.20802,19441
Oberursel,8.57747,50.20731,46678
Obertshausen,8.85123,50.07139,24459
Oberschoneweide,13.52108,52.46106,18919
Ober-Ramstadt,8.74887,49.83078,15367
Oberkirch,8.07864,48.53241,20375
Oberhausen,6.8625,51.47805,219176
Oberasbach,10.95766,49.42275,17306
Nurtingen,9.34203,48.62565,40210
Nuernberg,11.07752,49.45421,515543
Nuembrecht,7.54063,50.90427,17427
Nottuln,7.35,51.93333,20427
Northeim,9.99997,51.70662,30894
Noerdlingen,10.48868,48.85122,19492
Nordhorn,7.06833,52.43081,52803
Nordhausen,10.7957,51.5018,43912
Norderstedt,9.98041,53.6859,71439
Nordenham,8.48093,53.4861,27714
Norden,7.20639,53.59552,24767
Nippes,6.95314,50.96545,113487
Nikolassee,13.20095,52.4344,16194
Nienburg,9.22086,52.6461,32629
Niederschonhausen,13.40272,52.58483,28313
Niederkruchten,6.21667,51.2,15487
Niederkassel,7.03777,50.81503,36480
Nieder-Ingelheim,8.07246,49.97756,24596
Nidderau,8.86704,50.23805,20090
Nidda,9.00638,50.4133,18241
Neu Wulmstorf,9.8,53.46667,20150
Neuwied,7.47057,50.4336,66805
Neu-Ulm,10.01112,48.39279,51389
Neustrelitz,13.07292,53.3613,22291
Neustadt in Holstein,10.8145,54.10707,16176
Neustadt bei Coburg,11.12058,50.32975,16715
Neustadt,8.13886,49.35009,53984
Neustadt am Ruebenberge,9.45871,52.50462,45942
Neue Neustadt,11.63333,52.15,226851
Neuss,6.68504,51.19807,152457
Neuruppin,12.80311,52.92815,31901
Neunkirchen,7.18045,49.34449,49843
Neumuenster,9.98195,54.07477,80196
Neumarkt in der Oberpfalz,11.46278,49.28028,39557
Neukoelln,13.43126,52.47719,167248
Neu-Isenburg,8.69406,50.04832,35293
Neufahrn bei Freising,11.66316,48.31588,18255
Neuenhagen,13.68914,52.52985,16170
Neuburg an der Donau,11.18709,48.73218,28370
Neubrueck,6.63857,51.13434,51109
Neubrandenburg,13.27532,53.56414,68082
Neu-Anspach,8.5,50.31667,15276
Nettetal,6.28333,51.31667,42417
Netphen,8.1,50.91667,25163
Neckarsulm,9.22527,49.18912,27413
Naumburg,11.80979,51.14987,29722
Nauen,12.87374,52.60701,16600
Nagold,8.72366,48.5498,22912
Munster,10.08756,52.98569,17746
Muenster,7.62571,51.96236,270184
Hannoversch Muenden,9.65046,51.41505,25073
Munich,11.57549,48.13743,1260391
Mullheim,7.63035,47.8082,18097
Muelheim,6.87967,51.43218,170921
Muehlheim am Main,8.83333,50.11667,28534
Stuttgart Muehlhausen,9.23028,48.84232,26111
Muehlhausen,10.45275,51.20896,38108
Muehldorf,12.52155,48.2467,17622
Muhlacker,8.83675,48.94754,26375
Much,7.40306,50.90383,15231
Mossingen,9.05419,48.40567,20010
Mosbach,9.15106,49.35357,25106
Moosburg,11.93811,48.47089,17363
Monheim am Rhein,6.89217,51.09162,43038
Moenchengladbach,6.44172,51.18539,261742
Moelln,10.68742,53.61702,18469
Moers,6.6326,51.45342,103487
Moabit,13.33903,52.52635,70911
Mittweida,12.97537,50.98622,16619
Minden,8.91455,52.28953,82879
Michelstadt,9.00373,49.67569,17279
Metzingen,9.2833,48.53695,22112
Mettmann,6.97536,51.2504,39550
Meschede,8.28332,51.3502,32224
Merzig,6.63874,49.44331,31118
Merseburg,11.98923,51.35478,34780
Meppen,7.29097,52.69064,34198
Menden,7.77825,51.44337,52452
Memmingen,10.18527,47.98372,41135
Melle,8.33826,52.20197,46514
Meissen,13.4737,51.16158,28492
Meiningen,10.41521,50.56787,21580
Meinerzhagen,7.64838,51.1074,21982
Meiderich,6.76667,51.46667,45297
Meerbusch,6.68807,51.25268,54826
Meerane,12.46473,50.84688,17325
Meckenheim,7.02942,50.62388,25515
Mechernich,6.65224,50.59304,27537
Mayen,7.22277,50.32797,19414
Marzahn,13.56983,52.54525,103768
Marsberg,8.84949,51.46171,21914
Marl,7.09038,51.65671,91398
Marktredwitz,12.08593,50.00443,18204
Marktoberdorf,10.61713,47.77964,18505
Markkleeberg,12.36906,51.2755,24664
Markisches Viertel,13.35766,52.59841,35230
Marienfelde,13.36723,52.41868,30338
Mariendorf,13.38109,52.4378,49917
Marienberg,13.16122,50.65051,16716
Marburg an der Lahn,8.77069,50.80904,78895
Marbach am Neckar,9.25995,48.93964,15604
Mannheim,8.46694,49.4891,307960
Mainz,8.2791,49.98419,184997
Maintal,8.83333,50.15,38313
Mahlsdorf,13.61373,52.50935,26954
Magdeburg,11.62916,52.12773,229826
Lurup,9.87697,53.59266,36053
Luenen,7.52872,51.61634,91009
Lueneburg,10.41409,53.2509,71260
Ludwigshafen am Rhein,8.44641,49.48121,163196
Ludwigsfelde,13.25405,52.30322,24164
Ludwigsburg,9.19161,48.89731,87603
Luedinghausen,7.44379,51.7683,24094
Luedenscheid,7.6273,51.21977,79386
Luckenwalde,13.16772,52.09029,21616
Luebeck,10.68729,53.86893,212207
Lubnjow,13.95168,51.86217,17461
Luebbecke,8.61423,52.30699,25573
Loxstedt,8.65,53.46667,16382
Losheim,6.74549,49.5099,16660
Loerrach,7.66457,47.61497,47002
Lohr am Main,9.57223,49.98922,16127
Lohne,8.2375,52.66625,27259
Loehne,8.6922,52.18848,39521
Lohmar,7.21399,50.83868,31339
Loebau,14.66738,51.09954,18374
Lippstadt,8.34482,51.67369,67219
Lingen,7.31845,52.52143,51310
Lindlar,7.37758,51.01959,22723
Lindau,9.68431,47.54612,24518
Limburg an der Lahn,8.0503,50.3836,33820
Limbach-Oberfrohna,12.76165,50.85882,23711
Lilienthal,8.90338,53.14193,18293
Lichterfelde,13.30762,52.4333,80149
Lichtenrade,13.40637,52.39844,49489
Lichtenfels,11.05928,50.14567,21336
Lichtenberg,13.49975,52.51395,32888
Leverkusen,6.98432,51.0303,162738
Leutkirch,10.0205,47.82672,22362
Leopoldshohe,8.69834,52.01246,16219
Leonberg,9.01667,48.8,45711
Lennestadt,8.06707,51.11721,28102
Lengerich,7.86043,52.18661,22697
Lemgo,8.89901,52.02786,41943
Leipzig,12.37129,51.33962,504971
Leinfelden-Echterdingen,9.16809,48.69406,36672
Leimen,8.68733,49.34737,27190
Leichlingen,7.01873,51.10628,27885
Lehrte,9.97919,52.37193,43920
Leer,7.461,53.23157,33886
Lebach,6.90988,49.41122,21583
Laupheim,9.87874,48.22786,19012
Lauf an der Pegnitz,11.28247,49.51386,26403
Lauchhammer,13.76623,51.48813,18990
Lankwitz,13.3459,52.43623,41242
Langenhagen,9.73741,52.44758,50439
Langenfeld,6.94831,51.10821,59112
Langen,8.59509,53.60554,18863
Langen,8.66852,49.98955,35416
Landshut,12.16179,48.52961,60488
Landsberg am Lech,10.88282,48.04819,27017
Landau in der Pfalz,8.11692,49.19844,41612
Lampertheim,8.4725,49.59786,31635
Lahr,7.86886,48.34042,47551
Lahnstein,7.61667,50.3,18749
Lage,8.79301,51.99223,34885
Laatzen,9.79739,52.31506,40038
Bad Laasphe,8.42502,50.93139,15184
Kurten,7.26667,51.05,20103
Kuenzelsau,9.68352,49.2818,15070
Kunzell,9.71792,50.5442,16124
Kulmbach,11.45032,50.10068,27565
Kronberg,8.5232,50.18424,17730
Kronach,11.33308,50.23963,18248
Kreuztal,7.98848,50.96775,31772
Bezirk Kreuzberg,13.40338,52.49973,147532
Kreuzau,6.49069,50.74699,18400
Krefeld,6.55381,51.33645,237984
Koethen,11.97093,51.75185,28710
Korschenbroich,6.51352,51.19139,33406
Kornwestheim,9.18569,48.86158,31040
Korntal,9.1214,48.83218,18081
Korbach,8.873,51.27561,24481
Kopenick Bezirk,13.57455,52.4455,60128
Berlin Koepenick,13.58228,52.44254,59561
Konz,6.57652,49.70045,17879
Konstanz,9.17582,47.66033,81275
Koenigs Wusterhausen,13.633,52.30141,32513
Koenigswinter,7.18675,50.68376,41164
Koenigstein im Taunus,8.47132,50.17943,15661
Koenigslutter am Elm,10.81683,52.25116,16419
Konigsbrunn,10.89178,48.27506,27494
Koeln,6.95,50.93333,963395
Kolbermoor,12.06696,47.84965,17941
Koblenz,7.57883,50.35357,107319
Klingenstein,9.90812,48.41849,15643
Kleve,6.13865,51.78826,49072
Kleinmachnow,13.22514,52.40786,17892
Kitzingen,10.15072,49.73973,21387
Kirchlengern,8.63333,52.2,16338
Kirchheim unter Teck,9.45378,48.64683,40206
Kirchhain,8.92806,50.8272,16381
Kierspe,7.59075,51.13403,18188
Kiel,10.13489,54.32133,232758
Kevelaer,6.24603,51.58243,28064
Kerpen,6.69691,50.86991,64226
Kempten (Allgaeu),10.31389,47.72674,61399
Kempen,6.41858,51.36432,36312
Kelkheim,8.4502,50.13703,29162
Kelheim,11.88618,48.91725,15723
Kehl,7.81523,48.57297,34009
Kaulsdorf,13.58871,52.51732,18675
Kaufbeuren,10.62192,47.88238,42505
Kassel,9.5,51.31667,194501
Karow,13.48117,52.60904,18817
Karlstadt,9.77239,49.96034,15272
Karlsruhe,8.40444,49.00937,283799
Karlshorst,13.53185,52.48419,22285
Karlsfeld,11.47573,48.22697,17920
Karben,8.77155,50.23019,21642
Kamp-Lintfort,6.54587,51.50467,39490
Kamenz,14.09374,51.26798,18270
Kamen,7.6638,51.59231,45927
Kaltenkirchen,9.9581,53.83292,19747
Kaiserslautern,7.77161,49.443,98732
Kaarst,6.61883,51.22929,42112
Juelich,6.36267,50.92149,33911
Juchen,6.5,51.1,22562
Johannisthal,13.5066,52.44653,18254
Jena,11.5899,50.92878,104712
Itzehoe,9.51529,53.92099,33047
Isernhagen Farster Bauerschaft,9.84179,52.47093,22601
Iserlohn,7.70281,51.37547,97910
Ingolstadt,11.42372,48.76508,120658
Ingelheim am Rhein,8.05883,49.97078,24998
Ilmenau,10.91858,50.68322,27055
Illingen,7.04758,49.37362,18488
Illertissen,10.10347,48.22336,16522
Idstein,8.26679,50.21773,22810
Idar-Oberstein,7.30776,49.71443,31610
Ibbenbueren,7.71457,52.27964,50577
Husum,9.05239,54.4858,20841
Huerth,6.86761,50.87079,54678
Huenfeld,9.76727,50.67966,16323
Hummelsbuettel,10.04149,53.64773,17365
Humboldtkolonie,6.99469,50.93182,15108
Hude,8.46322,53.10766,15567
Hueckeswagen,7.34471,51.14979,16369
Hueckelhoven,6.22658,51.0555,39828
Hoyerswerda,14.23549,51.43787,43681
Hoexter,9.38155,51.77501,32713
Hovelhof,8.65,51.81667,15962
Hoerstel,7.58382,52.29763,19894
Horb am Neckar,8.6913,48.44423,25092
Homburg,7.33867,49.32637,44607
Holzwickede,7.63333,51.5,17821
Holzminden,9.4455,51.82798,20998
Holzkirchen,11.70181,47.87663,16770
Hohenstein-Ernstthal,12.71287,50.80064,16542
Hohen Neuendorf,13.27775,52.67631,21893
Hofheim am Taunus,8.4493,50.09019,37750
Hofgeismar,9.385,51.49607,16444
Hof,11.91261,50.31297,49239
Hockenheim,8.55194,49.32334,20614
Hochheim am Main,8.35218,50.01436,17027
Hochfeld,6.75462,51.41943,16292
Hille,8.75,52.33333,16567
Hildesheim,9.95112,52.15077,103052
Hilden,6.93093,51.16818,56565
Hilchenbach,8.11062,50.99687,16467
Hiddenhausen,8.61667,52.16667,20771
Heusweiler,6.93036,49.33632,20006
Heusenstamm,8.80076,50.05553,19012
Hettstedt,11.51146,51.6503,15949
Hessisch Oldendorf,9.24913,52.17269,20129
Herzogenrath,6.09317,50.86874,47381
Herzogenaurach,10.88565,49.56798,23319
Herten,7.14387,51.59638,65306
Herrenberg,8.86648,48.59523,31338
Herne,7.22572,51.5388,172108
Hermsdorf,13.30587,52.61421,16113
Herford,8.67343,52.11457,64879
Herdecke,7.43584,51.39999,25618
Herborn,8.30369,50.68135,20473
Heppenheim an der Bergstrasse,8.63206,49.64145,25442
Hennigsdorf,13.20419,52.63598,26122
Hennef,7.28308,50.77555,45409
Hemmingen,9.72359,52.31425,18470
Hemer,7.77019,51.38707,37502
Helmstedt,11.00985,52.2279,25515
Hellersdorf,13.6088,52.53319,74847
Heinsberg,6.0998,51.06358,41505
Heilbad Heiligenstadt,10.13744,51.37819,17230
Heiligensee,13.24501,52.61449,17587
Heiligenhaus,6.97106,51.32662,27700
Heilbronn,9.22054,49.13995,120733
Heidenheim an der Brenz,10.15162,48.67798,50067
Heidenau,13.86741,50.97221,16756
Heidelberg,8.69079,49.40768,143345
Heide,9.0988,54.19579,20599
Hechingen,8.96317,48.35149,19400
Hattingen,7.18557,51.39894,56866
Hattersheim,8.48632,50.06906,25035
Hassloch,8.25806,49.36278,20779
Harsewinkel,8.22766,51.96224,24207
Haren,7.24142,52.79262,22545
Harburg,9.98388,53.46057,202571
Hannover,9.73322,52.37052,515140
Hanau am Main,8.91418,50.13423,88648
Hamminkeln,6.59031,51.73262,27433
Hamm,7.82089,51.68033,178967
Hameln,9.35623,52.10397,58666
Wandsbek,10.08305,53.58334,411422
Marienthal,10.08333,53.56667,287101
Hamburg-Mitte,10.01667,53.55,233144
Eimsbuettel,9.95679,53.57416,251907
Altona,9.93333,53.55,250192
Hamburg,9.99302,53.55073,1739117
Halver,7.49817,51.18612,17650
Haltern am See,7.18163,51.74297,37845
Halstenbek,9.85,53.63333,16212
Halle,8.36083,52.06007,21448
Halle (Saale),11.97947,51.48158,237865
Haldensleben I,11.40982,52.28906,20294
Halberstadt,11.05622,51.89562,39729
Hakenfelde,13.20831,52.55877,26940
Haiger,8.20778,50.74162,20218
Hagen,7.47168,51.36081,198972
Haar,11.72653,48.10881,17560
Haan,7.0133,51.19382,29431
Guetersloh,8.37853,51.90693,96180
Guestrow,12.17337,53.7972,31217
Gunzenhausen,10.75971,49.11663,16477
Guenzburg,10.27695,48.45599,19737
Gummersbach,7.56473,51.02608,53131
Guben,14.71447,51.94987,21608
Gross-Umstadt,8.9321,49.86899,21758
Grossostheim,9.07596,49.91985,16346
Gross-Gerau,8.48255,49.92139,23641
Grossenhain,13.5335,51.28951,16573
Gronau,7.02238,52.21099,46161
Grobenzell,11.36667,48.2,19110
Grimma,12.71959,51.23367,17991
Griesheim,8.5725,49.86085,25287
Grevenbroich,6.5827,51.09102,64779
Greven,7.59396,52.09364,35080
Greiz,12.19918,50.65778,24147
Greifswald,13.38786,54.09311,52731
Grefrath,6.34072,51.3363,16016
Goettingen,9.93228,51.53443,122149
Gotha,10.70193,50.94823,46615
Goslar,10.42766,51.90425,43560
Goerlitz,14.98853,51.15518,57751
Goeppingen,9.65209,48.70354,58040
Goch,6.15895,51.67873,33706
Glinde,10.20048,53.5441,16210
Glauchau,12.54493,50.81987,26473
Gladbeck,6.98593,51.57077,76940
Ginsheim-Gustavsburg,8.34532,49.9711,16043
Gilching,11.2936,48.10755,16859
Gifhorn,10.5511,52.47774,43000
Giessen,8.67554,50.58727,74411
Giengen an der Brenz,10.24312,48.62219,20201
Gevelsberg,7.3392,51.31971,32664
Gesundbrunnen,13.39139,52.55035,84789
Geseke,8.5109,51.64091,20602
Gescher,7.00481,51.954,17115
Gersthofen,10.87273,48.42432,20254
Germersheim,8.36389,49.22306,20972
Germering,11.3765,48.13392,40511
Gerlingen,9.06316,48.79954,19050
Geretsried,11.48054,47.85775,23364
Gera,12.08187,50.88029,104659
Georgsmarienhuette,8.0448,52.20296,32580
Gelsenkirchen,7.09654,51.50508,270028
Gelnhausen,9.18742,50.20164,21881
Geldern,6.32363,51.51908,34013
Geislingen an der Steige,9.82736,48.62423,27962
Geilenkirchen,6.11763,50.96745,28334
Geesthacht,10.3779,53.43575,29487
Gauting,11.37703,48.06919,19216
Garmisch-Partenkirchen,11.09576,47.49209,26022
Garching,11.65101,48.24896,15303
Garbsen,9.5899,52.41371,63355
Ganderkesee,8.53333,53.03333,31141
Gaggenau,8.33333,48.8,29496
Fuessen,10.70171,47.57143,15608
Furth,10.98856,49.47593,112025
Fuerstenwalde,14.06185,52.36067,33539
Fuerstenfeldbruck,11.2547,48.17904,33533
Fulda,9.67518,50.55162,63760
Froendenberg,7.76946,51.47563,20566
Frohnau,13.29024,52.63336,16571
Friesoythe,7.85764,53.0226,20311
Friedrichshain Bezirk,13.45482,52.51559,117829
Friedrichshagen,13.62463,52.45052,17529
Friedrichshafen,9.47554,47.65689,58403
Friedrichsfelde,13.50812,52.50575,49109
Friedrichsdorf,8.64281,50.24962,24435
Friedenau,13.32813,52.47133,26972
Friedberg,8.75591,50.33739,27484
Friedberg,10.98461,48.35693,29916
Freudenstadt,8.41371,48.46695,23868
Freudenberg,7.87415,50.89741,18601
Freital,13.6488,51.00166,39027
Freising,11.74876,48.40351,42570
Freilassing,12.98114,47.84085,15909
Freiburg,7.85222,47.9959,215966
Freiberg am Neckar,9.2024,48.93196,15235
Freiberg,13.33881,50.91089,43670
Frechen,6.8118,50.91485,48733
Frankfurt am Main,8.68417,50.11552,650000
Frankfurt (Oder),14.55062,52.34714,57015
